Column1,sora,aya,text,tafseer,emlaey
732,5,64,وَقَالَتِ ٱلۡيَهُودُ يَدُ ٱللَّهِ مَغۡلُولَةٌۚ غُلَّتۡ أَيۡدِيهِمۡ وَلُعِنُواْ بِمَا قَالُواْۘ بَلۡ يَدَاهُ مَبۡسُوطَتَانِ يُنفِقُ كَيۡفَ يَشَآءُۚ وَلَيَزِيدَنَّ كَثِيرٗا مِّنۡهُم مَّآ أُنزِلَ إِلَيۡكَ مِن رَّبِّكَ طُغۡيَٰنٗا وَكُفۡرٗاۚ وَأَلۡقَيۡنَا بَيۡنَهُمُ ٱلۡعَدَٰوَةَ وَٱلۡبَغۡضَآءَ إِلَىٰ يَوۡمِ ٱلۡقِيَٰمَةِۚ كُلَّمَآ أَوۡقَدُواْ نَارٗا لِّلۡحَرۡبِ أَطۡفَأَهَا ٱللَّهُۚ وَيَسۡعَوۡنَ فِي ٱلۡأَرۡضِ فَسَادٗاۚ وَٱللَّهُ لَا يُحِبُّ ٱلۡمُفۡسِدِينَ,"وقالت اليهود لَمَّا أصابهم جَهْدٌ وجَدْبٌ: يد الله مقبوضة عن بذل الخير والعطاء، أمسك عنا ما عنده، ألا حُبِسَتْ أيديهم عن فعل الخير والعطاء، وطُرِدُوا من رحمة الله بقولهم هذا، بل يداه سبحانه وتعالى مبسوطتان بالخير والعطاء، ينفق كيف يشاء، يبسط ويقبض، لا حاجر عليه ولا مُكْرِه له، ولا يزيد اليهودَ ما أنزل إليك - أيها الرسول - إلا تجاوزًا للحد وجحودًا؛ ذلك لِمَا هم عليه من الحسد، وألقينا بين طوائف اليهود العداوة والبغضاء، كلما جمعوا للحرب، وأعدوا لها عدة، أو تآمروا لإشعالها شَتَّتَ الله جمعهم، وأذهب قوتهم، ولا يزالون يجتهدون في ارتكاب ما فيه فساد في الأرض من السعي لإبطال الإسلام والكيد له، والله لا يحب أهل الفساد.",وقالت اليهود يد الله مغلولة غلت ايديهم ولعنوا بما قالوا بل يداه مبسوطتان ينفق كيف يشاء وليزيدن كثيرا منهم ما انزل اليك من ربك طغيانا وكفرا والقينا بينهم العداوة والبغضاء الى يوم القيامة كلما اوقدوا نارا للحرب اطفاها الله ويسعون في الارض فسادا والله لا يحب المفسدين
733,5,65,وَلَوۡ أَنَّ أَهۡلَ ٱلۡكِتَٰبِ ءَامَنُواْ وَٱتَّقَوۡاْ لَكَفَّرۡنَا عَنۡهُمۡ سَيِّـَٔاتِهِمۡ وَلَأَدۡخَلۡنَٰهُمۡ جَنَّـٰتِ ٱلنَّعِيمِ,"ولو أن اليهود والنصارى آمنوا بما جاء به محمد صلى الله عليه وسلم، واتَّقَوا الله باجتناب المعاصي، لَكَفَّرْنَا عنهم المعاصي التي ارتكبوها ولو كانت كثيرة، ولأدخلناهم يوم القيامة جنات النعيم، يتنعمون بما فيها من نعيم لا ينقطع.",ولو ان اهل الكتاب امنوا واتقوا لكفرنا عنهم سيئاتهم ولادخلناهم جنات النعيم
734,5,66,وَلَوۡ أَنَّهُمۡ أَقَامُواْ ٱلتَّوۡرَىٰةَ وَٱلۡإِنجِيلَ وَمَآ أُنزِلَ إِلَيۡهِم مِّن رَّبِّهِمۡ لَأَكَلُواْ مِن فَوۡقِهِمۡ وَمِن تَحۡتِ أَرۡجُلِهِمۚ مِّنۡهُمۡ أُمَّةٞ مُّقۡتَصِدَةٞۖ وَكَثِيرٞ مِّنۡهُمۡ سَآءَ مَا يَعۡمَلُونَ,"ولو أن اليهود عملوا بما في التوراة، وأن النصارى عملوا بما في الإنجيل، وعملوا جميعًا بما أنزل عليهم من القرآن - ليسَّرتُ لهم أسباب الرزق من إنزال المطر وإنبات الأرض، ومن أهل الكتاب المعتدلُ الثابت على الحق، والكثير منهم ساء عمله لعدم إيمانهم.",ولو انهم اقاموا التوراة والانجيل وما انزل اليهم من ربهم لاكلوا من فوقهم ومن تحت ارجلهم منهم امة مقتصدة وكثير منهم ساء ما يعملون
735,5,67,۞يَـٰٓأَيُّهَا ٱلرَّسُولُ بَلِّغۡ مَآ أُنزِلَ إِلَيۡكَ مِن رَّبِّكَۖ وَإِن لَّمۡ تَفۡعَلۡ فَمَا بَلَّغۡتَ رِسَالَتَهُۥۚ وَٱللَّهُ يَعۡصِمُكَ مِنَ ٱلنَّاسِۗ إِنَّ ٱللَّهَ لَا يَهۡدِي ٱلۡقَوۡمَ ٱلۡكَٰفِرِينَ,"يا أيها الرسول أخبر بما أُنْزِلَ إليك من ربك كاملًا، ولا تكتم منه شيئًا، فإن كتمت منه شيئًا فما أنت بمبلِّغ رسالة ربك (وقد بَلَّغَ رسول الله صلى الله عليه وسلم كل ما أُمِرَ بتبليغه، فمن زعم خلاف ذلك فقد أعظم الفِرْية على الله)، والله يحميك من الناس بعد اليوم، فلا يستطيعون الوصول إليك بسوء، فما عليك إلا البلاغ، والله لا يوفق للرشد الكافرين الذين لا يريدون الهداية.",يا ايها الرسول بلغ ما انزل اليك من ربك وان لم تفعل فما بلغت رسالته والله يعصمك من الناس ان الله لا يهدي القوم الكافرين
736,5,68,قُلۡ يَـٰٓأَهۡلَ ٱلۡكِتَٰبِ لَسۡتُمۡ عَلَىٰ شَيۡءٍ حَتَّىٰ تُقِيمُواْ ٱلتَّوۡرَىٰةَ وَٱلۡإِنجِيلَ وَمَآ أُنزِلَ إِلَيۡكُم مِّن رَّبِّكُمۡۗ وَلَيَزِيدَنَّ كَثِيرٗا مِّنۡهُم مَّآ أُنزِلَ إِلَيۡكَ مِن رَّبِّكَ طُغۡيَٰنٗا وَكُفۡرٗاۖ فَلَا تَأۡسَ عَلَى ٱلۡقَوۡمِ ٱلۡكَٰفِرِينَ,"قل - أيها الرسول -: لستم - أيها اليهود والنصارى - على شيء من الدين المعتدِّ به حتى تعملوا بما في التوراة والإنجيل، وتعملوا بما أنزل عليكم من القرآن الذي لا يصحّ إيمانكم إلا بالإيمان به، والعمل بما فيه، وليزيدنَّ كثيرًا من أهل الكتاب الذي أُنزِل إليك من ربك طغيانًا إلى طغيان، وكفرًا إلى كفر؛ لِمَا هم عليه من الحسد، فلا تأسف على هؤلاء الكافرين، وفيمن اتبعك من المؤمنين غُنْيَة وكفاية.",قل يا اهل الكتاب لستم على شيء حتى تقيموا التوراة والانجيل وما انزل اليكم من ربكم وليزيدن كثيرا منهم ما انزل اليك من ربك طغيانا وكفرا فلا تاس على القوم الكافرين
737,5,69,إِنَّ ٱلَّذِينَ ءَامَنُواْ وَٱلَّذِينَ هَادُواْ وَٱلصَّـٰبِـُٔونَ وَٱلنَّصَٰرَىٰ مَنۡ ءَامَنَ بِٱللَّهِ وَٱلۡيَوۡمِ ٱلۡأٓخِرِ وَعَمِلَ صَٰلِحٗا فَلَا خَوۡفٌ عَلَيۡهِمۡ وَلَا هُمۡ يَحۡزَنُونَ,"إن المؤمنين واليهود والصابئين -وهم طائفة من أتباع بعض الأنبياء- والنصارى، من آمن منهم بالله واليوم الآخر وعمل الأعمال الصالحة، فلا خوف عليهم فيما يستقبلونه، ولا هم يحزنون على ما فاتهم من حظوظ الدنيا.",ان الذين امنوا والذين هادوا والصابئون والنصارى من امن بالله واليوم الاخر وعمل صالحا فلا خوف عليهم ولا هم يحزنون
738,5,70,لَقَدۡ أَخَذۡنَا مِيثَٰقَ بَنِيٓ إِسۡرَـٰٓءِيلَ وَأَرۡسَلۡنَآ إِلَيۡهِمۡ رُسُلٗاۖ كُلَّمَا جَآءَهُمۡ رَسُولُۢ بِمَا لَا تَهۡوَىٰٓ أَنفُسُهُمۡ فَرِيقٗا كَذَّبُواْ وَفَرِيقٗا يَقۡتُلُونَ,"لقد أخذنا العهود المؤكدة على بني إسرائيل بالسمع والطاعة، وأرسلنا إليهم رسلاً لتبليغهم شرع الله، فنقضوا ما أخِذَ عليهم من الميثاق واتبعوا ما تمليه أهواؤهم من الإعراض عما جاءتهم به رسلهم، ومن تكذيبهم بعضًا وقتلهم بعضًا.",لقد اخذنا ميثاق بني اسرائيل وارسلنا اليهم رسلا كلما جاءهم رسول بما لا تهوى انفسهم فريقا كذبوا وفريقا يقتلون
739,5,71,وَحَسِبُوٓاْ أَلَّا تَكُونَ فِتۡنَةٞ فَعَمُواْ وَصَمُّواْ ثُمَّ تَابَ ٱللَّهُ عَلَيۡهِمۡ ثُمَّ عَمُواْ وَصَمُّواْ كَثِيرٞ مِّنۡهُمۡۚ وَٱللَّهُ بَصِيرُۢ بِمَا يَعۡمَلُونَ,"وظنوا أن نقضهم للعهود والمواثيق، وتكذيبهم، وقتلهم الأنبياء لا يترتب عليه ضرر بهم، فترتب عليه ما لم يظنوه، فَعَمُوا عن الحق، فلا يهتدون إليه، وصَمُّوا عن سماعه سماع قبول، ثم تاب الله عليهم تفضلًا منه، ثم عَمُوا بعد ذلك عن الحق، وصَمُّوا عن سماعه، حدث ذلك لكثير منهم، والله بصير بما يعملونه، لا يخفى عليه منه شيء، وسيجازيهم عليه.",وحسبوا الا تكون فتنة فعموا وصموا ثم تاب الله عليهم ثم عموا وصموا كثير منهم والله بصير بما يعملون
740,5,72,لَقَدۡ كَفَرَ ٱلَّذِينَ قَالُوٓاْ إِنَّ ٱللَّهَ هُوَ ٱلۡمَسِيحُ ٱبۡنُ مَرۡيَمَۖ وَقَالَ ٱلۡمَسِيحُ يَٰبَنِيٓ إِسۡرَـٰٓءِيلَ ٱعۡبُدُواْ ٱللَّهَ رَبِّي وَرَبَّكُمۡۖ إِنَّهُۥ مَن يُشۡرِكۡ بِٱللَّهِ فَقَدۡ حَرَّمَ ٱللَّهُ عَلَيۡهِ ٱلۡجَنَّةَ وَمَأۡوَىٰهُ ٱلنَّارُۖ وَمَا لِلظَّـٰلِمِينَ مِنۡ أَنصَارٖ,"لقد كفر النصارى القائلون بأن الله هو المسيح عيسى بن مريم؛ لنسبتهم الألوهية لغير الله، مع أن المسيح ابن مريم نفسه قال لهم: يا بني إسرائيل اعبدوا الله وحده، فهو ربي وربكم، فنحن في عبوديته سواء، ذلك أن من يشرك بالله غيره فإن الله قد منع عليه دخول الجنة أبدًا، ومستقره نار جهنم، وما له ناصر عند الله ولا معين، ولا منقذ ينقذه مما ينتظره من العذاب.",لقد كفر الذين قالوا ان الله هو المسيح ابن مريم وقال المسيح يا بني اسرائيل اعبدوا الله ربي وربكم انه من يشرك بالله فقد حرم الله عليه الجنة وماواه النار وما للظالمين من انصار
741,5,73,لَّقَدۡ كَفَرَ ٱلَّذِينَ قَالُوٓاْ إِنَّ ٱللَّهَ ثَالِثُ ثَلَٰثَةٖۘ وَمَا مِنۡ إِلَٰهٍ إِلَّآ إِلَٰهٞ وَٰحِدٞۚ وَإِن لَّمۡ يَنتَهُواْ عَمَّا يَقُولُونَ لَيَمَسَّنَّ ٱلَّذِينَ كَفَرُواْ مِنۡهُمۡ عَذَابٌ أَلِيمٌ,"لقد كفر النصارى القائلون: إن الله مُؤَلَّفٌ من ثلاثة، هم: الأب والابن وروح القدس، تعالى الله عن قولهم علوًّا كبيرًا، فليس الله بمتعدِّد، إنما هو إله واحد لا شريك له، وإن لم يكفوا عن هذه المقالة الشنيعة لَيَنَالَنَّهُم عذاب موجع.",لقد كفر الذين قالوا ان الله ثالث ثلاثة وما من اله الا اله واحد وان لم ينتهوا عما يقولون ليمسن الذين كفروا منهم عذاب اليم
742,5,74,أَفَلَا يَتُوبُونَ إِلَى ٱللَّهِ وَيَسۡتَغۡفِرُونَهُۥۚ وَٱللَّهُ غَفُورٞ رَّحِيمٞ,"أفلا يرجع هؤلاء عن مقالتهم هذه تائبين إلى الله منها، ويطلبون منه المغفرة على ما ارتكبوه من الشرك به؟! والله غفور لمن تاب من أي ذنب كان، ولو كان الذنب الكفر به، رحيم بالمؤمنين.",افلا يتوبون الى الله ويستغفرونه والله غفور رحيم
743,5,75,مَّا ٱلۡمَسِيحُ ٱبۡنُ مَرۡيَمَ إِلَّا رَسُولٞ قَدۡ خَلَتۡ مِن قَبۡلِهِ ٱلرُّسُلُ وَأُمُّهُۥ صِدِّيقَةٞۖ كَانَا يَأۡكُلَانِ ٱلطَّعَامَۗ ٱنظُرۡ كَيۡفَ نُبَيِّنُ لَهُمُ ٱلۡأٓيَٰتِ ثُمَّ ٱنظُرۡ أَنَّىٰ يُؤۡفَكُونَ,"ليس المسيح عيسى بن مريم إلا رسولًا من بين الرسل، يجري عليه ما جرى عليهم من الموت، وأمه مريم عليها السلام كثيرة الصدق والتصديق، وهما يأكلان الطعام لحاجتهما إليه، فكيف يكونان إلهين مع حاجتهما للطعام؟! فانظر - أيها الرسول - نظر تأمل: كيف نوضح لهم الآيات الدالة على الوحدانية، وعلى بطلان ما هم عليه من المغالاة في نسبة الألوهية لغيره سبحانه، وهم مع ذلك يتنكرون لهذه الآيات، ثم انظر نظر تأمُّل: كيف يُصْرَفُونَ عن الحق صرفًا مع هذه الآيات الواضحة الدالة على وحدانية الله.",ما المسيح ابن مريم الا رسول قد خلت من قبله الرسل وامه صديقة كانا ياكلان الطعام انظر كيف نبين لهم الايات ثم انظر انى يؤفكون
